scene,listener,system,predicted
S08510,L0239,E001,55.47277331352234
S08529,L0216,E001,53.85810732841492
S08532,L0242,E001,50.66910982131958
S08537,L0229,E001,49.87785518169403
S08537,L0242,E001,46.35237157344818
S08540,L0206,E001,30.36631941795349
S08540,L0212,E001,33.1841915845871
S08554,L0218,E001,55.31466007232666
S08554,L0221,E001,56.475651264190674
S08555,L0216,E001,53.828585147857666
S08558,L0227,E001,52.52060890197754
S08561,L0239,E001,46.803098917007446
S08566,L0218,E001,30.90185523033142
S08574,L0206,E001,55.07488250732422
S08574,L0212,E001,55.08667230606079
S08575,L0240,E001,54.24646735191345
S08576,L0229,E001,52.97882556915283
S08578,L0224,E001,45.32667100429535
S08579,L0219,E001,31.576526165008545
S08579,L0225,E001,33.09700787067413
S08582,L0215,E001,55.454522371292114
S08594,L0225,E001,53.748804330825806
S08594,L0231,E001,53.770750761032104
S08600,L0227,E001,52.47374176979065
S08606,L0224,E001,47.68560528755188
S08614,L0218,E001,33.2851767539978
S08625,L0200,E001,55.48503398895264
S08627,L0219,E001,53.636378049850464
S08628,L0243,E001,51.85966491699219
S08636,L0243,E001,51.68434977531433
S08637,L0222,E001,34.144362807273865
S08644,L0219,E001,55.47780990600586
S08644,L0225,E001,55.819785594940186
S08645,L0240,E001,54.5335054397583
S08651,L0215,E001,51.672935485839844
S08652,L0219,E001,47.51272201538086
S08653,L0231,E001,31.52616322040558
S08658,L0239,E001,54.860663414001465
S08660,L0231,E001,54.261261224746704
S08682,L0217,E001,51.459288597106934
S08683,L0224,E001,49.39846098423004
S08685,L0240,E001,35.004329681396484
S08686,L0239,E001,54.37977313995361
S08689,L0239,E001,53.65561842918396
S08690,L0227,E001,53.54762673377991
S08702,L0201,E001,47.038623690605164
S08703,L0229,E001,33.29720497131348
S08707,L0215,E001,54.38508987426758
S08710,L0243,E001,54.14403676986694
S08723,L0201,E001,51.74037218093872
S08725,L0217,E001,46.55660092830658
S08727,L0224,E001,29.382237792015076
S08732,L0200,E001,54.987508058547974
S08732,L0240,E001,55.939167737960815
S08739,L0236,E001,53.92102003097534
S08742,L0229,E001,52.89287567138672
S08743,L0222,E001,47.753602266311646
S08745,L0218,E001,31.64028525352478
S08745,L0221,E001,39.101019501686096
S08750,L0222,E001,54.98623251914978
S08751,L0229,E001,53.90348434448242
S08752,L0209,E001,51.745420694351196
S08753,L0219,E001,48.06637763977051
S08753,L0225,E001,49.85712468624115
S08759,L0216,E001,30.461400747299194
S08765,L0201,E001,55.42030334472656
S08766,L0201,E001,53.60649824142456
S08767,L0206,E001,52.37506628036499
S08778,L0212,E001,48.021700978279114
S08778,L0221,E001,53.07454466819763
S08779,L0212,E001,28.644070029258728
S08779,L0221,E001,36.74345314502716
S08780,L0206,E001,55.54264187812805
S08780,L0212,E001,55.400675535202026
S08781,L0201,E001,53.87921333312988
S08782,L0243,E001,51.274144649505615
S08785,L0224,E001,45.12641429901123
S08790,L0240,E001,41.69490933418274
S08791,L0200,E001,55.49079179763794
S08791,L0240,E001,56.690120697021484
S08793,L0217,E001,53.70359420776367
S08794,L0216,E001,51.743459701538086
S08798,L0229,E001,48.30650985240936
S08800,L0243,E001,28.800708055496216
S08809,L0224,E001,55.70608377456665
S08816,L0215,E001,53.523194789886475
S08817,L0243,E001,51.20588541030884
S08818,L0227,E001,49.39333200454712
S08820,L0212,E001,34.18963551521301
S08820,L0221,E001,44.521552324295044
S08836,L0242,E001,54.857516288757324
S08837,L0243,E001,53.74768376350403
S08843,L0215,E001,51.91299915313721
S08844,L0219,E001,47.20221757888794
S08844,L0225,E001,48.46739172935486
S08853,L0219,E001,34.305670857429504
S08862,L0217,E001,54.58252429962158
S08869,L0206,E001,53.96866202354431
S08875,L0239,E001,51.522159576416016
S08887,L0218,E001,51.042234897613525
S08887,L0221,E001,55.5009126663208
S08889,L0200,E001,33.225154876708984
S08889,L0240,E001,36.19194030761719
S08890,L0216,E001,55.04399538040161
S08895,L0236,E001,53.79282236099243
S08901,L0224,E001,52.07867622375488
S08903,L0222,E001,47.302260994911194
S08905,L0225,E001,30.804437398910522
S08905,L0231,E001,29.76391613483429
S08911,L0243,E001,54.80913519859314
S08916,L0236,E001,53.85477542877197
S08922,L0236,E001,51.18228197097778
S08923,L0236,E001,48.2843816280365
S08929,L0243,E001,32.99879729747772
S08931,L0217,E001,54.73124384880066
S08935,L0216,E001,53.82903218269348
S08939,L0222,E001,51.51301622390747
S08943,L0201,E001,46.999889612197876
S08949,L0231,E001,28.354254364967346
S08950,L0231,E001,55.33015727996826
S08952,L0215,E001,53.83464694023132
S08956,L0242,E001,52.42438316345215
S08959,L0218,E001,45.74422836303711
S08959,L0221,E001,51.317381858825684
S08961,L0209,E001,31.366851925849915
S08965,L0219,E001,55.620503425598145
S08965,L0225,E001,56.100261211395264
S08973,L0201,E001,53.78839373588562
S08976,L0206,E001,51.212918758392334
S08977,L0243,E001,45.88433504104614
S08979,L0206,E001,30.289897322654724
S08979,L0212,E001,30.460649728775024
S08980,L0242,E001,54.55489754676819
S08983,L0227,E001,54.074329137802124
S08987,L0206,E001,51.521384716033936
S08993,L0200,E001,47.67867922782898
S08993,L0240,E001,52.8228759765625
S08998,L0224,E001,27.079659700393677
S09011,L0209,E001,55.53833246231079
S09018,L0215,E001,53.795015811920166
S09029,L0209,E001,51.72303915023804
S09030,L0243,E001,50.22249221801758
S09034,L0216,E001,26.769864559173584
S09040,L0231,E001,55.05480766296387
S09047,L0224,E001,53.79037857055664
S09049,L0222,E001,51.22864246368408
S09061,L0243,E001,48.71060848236084
S09065,L0222,E001,29.45748269557953
S09067,L0201,E001,54.610395431518555
S09069,L0217,E001,53.61511707305908
S09071,L0215,E001,51.33461952209473
S09073,L0200,E001,46.68089151382446
S09073,L0240,E001,50.14907717704773
S09080,L0216,E001,28.190571069717407
S09086,L0222,E001,55.11541962623596
S09088,L0206,E001,53.88410687446594
S09088,L0212,E001,53.97107005119324
S09092,L0200,E001,51.58892869949341
S09092,L0240,E001,53.182148933410645
S09094,L0239,E001,45.57063281536102
S09101,L0217,E001,29.324904084205627
S09107,L0239,E001,54.35199737548828
S09111,L0227,E001,53.878945112228394
S09128,L0240,E001,54.41994071006775
S09136,L0224,E001,47.3619282245636
S09140,L0206,E001,32.345712184906006
S09140,L0212,E001,33.261990547180176
S09142,L0243,E001,55.62626123428345
S09144,L0224,E001,53.91562581062317
S09154,L0224,E001,50.962281227111816
S09155,L0206,E001,48.51776361465454
S09156,L0236,E001,31.46059513092041
S09158,L0218,E001,55.19509315490723
S09161,L0216,E001,54.17035222053528
S09164,L0239,E001,51.77264213562012
S09175,L0200,E001,47.47394323348999
S09175,L0240,E001,51.809632778167725
S09181,L0219,E001,36.460575461387634
S09181,L0225,E001,38.015931844711304
S09188,L0215,E001,54.98915910720825
S09193,L0216,E001,53.75933647155762
S09196,L0215,E001,50.48867464065552
S09199,L0239,E001,46.74033522605896
S09203,L0206,E001,30.394625663757324
S09208,L0239,E001,54.61089611053467
S09209,L0225,E001,53.925615549087524
S09209,L0231,E001,53.8677453994751
S09214,L0200,E001,52.086007595062256
S09228,L0219,E001,49.20665919780731
S09231,L0227,E001,35.762280225753784
S09245,L0206,E001,54.96436357498169
S09245,L0212,E001,55.00316619873047
S09246,L0224,E001,53.78318428993225
S09248,L0201,E001,50.7939338684082
S09250,L0212,E001,44.15578246116638
S09250,L0221,E001,47.94330298900604
S09255,L0217,E001,31.398916244506836
S09259,L0209,E001,55.322265625
S09261,L0201,E001,54.00193929672241
S09265,L0243,E001,52.134621143341064
S09270,L0218,E001,49.68772828578949
S09270,L0221,E001,55.243319272994995
S09271,L0206,E001,31.389030814170837
S09271,L0212,E001,31.593593955039978
S09276,L0200,E001,55.10530471801758
S09277,L0243,E001,54.17407751083374
S09280,L0243,E001,52.089619636535645
S09281,L0227,E001,47.678691148757935
S09282,L0209,E001,33.92300307750702
S09288,L0216,E001,55.09375333786011
S09297,L0227,E001,54.1620135307312
S09298,L0206,E001,50.75498819351196
S09308,L0243,E001,50.863850116729736
S09314,L0216,E001,27.074912190437317
S09317,L0200,E001,54.85016107559204
S09317,L0240,E001,56.00813031196594
S09321,L0216,E001,53.932344913482666
S09325,L0215,E001,50.7510244846344
S09328,L0216,E001,47.705888748168945
S09329,L0209,E001,33.066534996032715
S09332,L0209,E001,55.08977174758911
S09338,L0227,E001,53.91433835029602
S09339,L0224,E001,51.80381536483765
S09341,L0239,E001,47.18043804168701
S09342,L0243,E001,36.11780405044556
S09345,L0215,E001,54.66713905334473
S09346,L0219,E001,53.75403165817261
S09350,L0229,E001,51.94300413131714
S09350,L0242,E001,51.18370056152344
S09351,L0229,E001,46.7904269695282
S09351,L0242,E001,45.26800513267517
S09352,L0229,E001,37.251973152160645
S09352,L0242,E001,31.61337971687317
S09363,L0227,E001,54.95290756225586
S09365,L0243,E001,53.94730567932129
S09366,L0215,E001,50.628840923309326
S09377,L0216,E001,48.27050864696503
S09380,L0239,E001,28.35598587989807
S09382,L0218,E001,55.07563352584839
S09382,L0221,E001,56.48999214172363
S09386,L0225,E001,54.10658121109009
S09386,L0231,E001,54.04205918312073
S09387,L0225,E001,52.726709842681885
S09387,L0231,E001,52.08069086074829
S09396,L0216,E001,47.98077344894409
S09397,L0206,E001,29.70682978630066
S09398,L0239,E001,54.51319217681885
S09402,L0201,E001,53.72300744056702
S09406,L0222,E001,51.06266736984253
S09426,L0225,E001,48.94273579120636
S09426,L0231,E001,47.29517102241516
S09438,L0218,E001,35.665977001190186
S09438,L0221,E001,45.56601047515869
S09446,L0222,E001,54.82882857322693
S09450,L0231,E001,53.955668210983276
S09451,L0216,E001,51.953279972076416
S09452,L0201,E001,48.68319630622864
S09455,L0222,E001,32.614198327064514
S09459,L0219,E001,54.837602376937866
S09470,L0239,E001,53.63312363624573
S09474,L0229,E001,51.654601097106934
S09474,L0242,E001,51.14772319793701
S09480,L0209,E001,47.23486304283142
S09483,L0229,E001,37.37000823020935
S09483,L0242,E001,31.661546230316162
S09485,L0200,E001,55.02161979675293
S09485,L0240,E001,55.95703721046448
S09488,L0218,E001,53.68490219116211
S09488,L0221,E001,54.13538217544556
S09500,L0218,E001,52.119094133377075
S09502,L0242,E001,47.43281006813049
S09509,L0231,E001,34.03557240962982
S09510,L0222,E001,54.78806495666504
S09515,L0216,E001,53.81234884262085
S09519,L0219,E001,51.63651704788208
S09519,L0225,E001,51.93490982055664
S09525,L0224,E001,48.39707016944885
S09532,L0222,E001,27.982699871063232
S09533,L0215,E001,54.944783449172974
S09540,L0219,E001,53.862279653549194
S09543,L0227,E001,53.05854082107544
S09546,L0217,E001,46.73648476600647
S09553,L0240,E001,39.43856358528137
S09554,L0239,E001,54.692524671554565
S09564,L0224,E001,53.957003355026245
S09569,L0227,E001,52.96556353569031
S09571,L0206,E001,49.799367785453796
S09571,L0212,E001,50.71847438812256
S09573,L0229,E001,32.30217397212982
S09574,L0225,E001,55.88105320930481
S09574,L0231,E001,55.67152500152588
S09577,L0239,E001,53.64422798156738
S09579,L0229,E001,52.64363884925842
S09579,L0242,E001,51.53377056121826
S09580,L0225,E001,49.53551888465881
S09580,L0231,E001,48.686379194259644
S09581,L0222,E001,32.6693594455719
S09586,L0239,E001,55.54400682449341
S09587,L0229,E001,53.87646555900574
S09587,L0242,E001,53.68173122406006
S09589,L0218,E001,51.30733251571655
S09596,L0224,E001,48.367854952812195
S09606,L0224,E001,26.675990223884583
S09613,L0225,E001,55.61631917953491
S09613,L0231,E001,55.29963970184326
S09615,L0227,E001,54.13938760757446
S09616,L0217,E001,51.036643981933594
S09620,L0242,E001,45.68606615066528
S09625,L0217,E001,29.596295952796936
S09626,L0243,E001,55.992114543914795
S09627,L0219,E001,54.13579344749451
S09628,L0206,E001,51.411861181259155
S09628,L0212,E001,51.80742144584656
S09634,L0240,E001,50.057125091552734
S09637,L0242,E001,27.491965889930725
S09641,L0227,E001,55.47572374343872
S09646,L0201,E001,53.79324555397034
S09649,L0201,E001,52.15380787849426
S09655,L0219,E001,46.79516553878784
S09655,L0225,E001,47.32087552547455
S09666,L0216,E001,32.60946869850159
S09669,L0225,E001,55.80531358718872
S09669,L0231,E001,55.83163499832153
S09670,L0201,E001,53.82029414176941
S09673,L0200,E001,50.99632143974304
