scene,listener,system,MBSTOI
S08510,L0239,E001,0.2646873670050113
S08529,L0216,E001,0.49650108720287006
S08532,L0242,E001,0.10079919675332902
S08537,L0229,E001,0.26542824542051174
S08537,L0242,E001,0.23697099329500682
S08540,L0206,E001,0.1855742931321321
S08540,L0212,E001,0.18510526848359138
S08554,L0218,E001,0.5041049115252049
S08554,L0221,E001,0.45583865368151094
S08555,L0216,E001,0.5066551430194808
scene,listener,system,MBSTOI
S08510,L0239,E001,0.2646873670047733
S08529,L0216,E001,0.4965010872064401
S08532,L0242,E001,0.10079919676663301
S08537,L0229,E001,0.2654282454205896
S08537,L0242,E001,0.2369709932967899
S08540,L0206,E001,0.18557429313261858
S08540,L0212,E001,0.18510526848790726
S08554,L0218,E001,0.5041049115196118
S08554,L0221,E001,0.45583865367938387
S08555,L0216,E001,0.5066551430192465
S08558,L0227,E001,0.24983214487778604
S08561,L0239,E001,0.19586559326624783
S08566,L0218,E001,0.0639024981421922
S08574,L0206,E001,0.238781477204414
S08574,L0212,E001,0.291272898302829
S08575,L0240,E001,0.3787463278270001
S08576,L0229,E001,0.3510472688351855
S08578,L0224,E001,0.21876752226726276
S08579,L0219,E001,0.5143220688979377
S08579,L0225,E001,0.4567807002775988
S08582,L0215,E001,0.5168598016627833
S08594,L0225,E001,0.37110803025412525
S08594,L0231,E001,0.38124556335996423
S08600,L0227,E001,0.43541545923799874
S08606,L0224,E001,0.3265878723726621
S08614,L0218,E001,0.33866587520810293
S08625,L0200,E001,0.24633947559749625
S08627,L0219,E001,0.24681508902616614
S08628,L0243,E001,0.4024967827387523
S08636,L0243,E001,0.6369835033229122
S08637,L0222,E001,0.39973112442691483
S08644,L0219,E001,0.3796247929162756
S08644,L0225,E001,0.45582944513475493
S08645,L0240,E001,0.49465186308746406
S08651,L0215,E001,0.5884443179718594
S08652,L0219,E001,0.24987055684844628
S08653,L0231,E001,0.32650298725175925
S08658,L0239,E001,0.3968707809815929
S08660,L0231,E001,0.18178852074567142
S08682,L0217,E001,0.20778335754909313
S08683,L0224,E001,0.16936127547276936
S08685,L0240,E001,0.09361672571801984
S08686,L0239,E001,0.1996004701945153
S08689,L0239,E001,0.45111303620920956
S08690,L0227,E001,0.5370984377658728
S08702,L0201,E001,0.25956781107700017
S08703,L0229,E001,0.32534153899826546
S08707,L0215,E001,0.3913049377358364
S08710,L0243,E001,0.1428153849884617
S08723,L0201,E001,0.4291283594353423
S08725,L0217,E001,0.27397649336017743
S08727,L0224,E001,0.3488505994754262
S08732,L0200,E001,0.3484451732037521
S08732,L0240,E001,0.30047782864206146
S08739,L0236,E001,0.18411078212473933
S08742,L0229,E001,0.39928416862438454
S08743,L0222,E001,0.3728275771063055
S08745,L0218,E001,0.47404627874036903
S08745,L0221,E001,0.49760629963679803
S08750,L0222,E001,0.20138148771784245
S08751,L0229,E001,0.21666863726633187
S08752,L0209,E001,0.24860270028112977
S08753,L0219,E001,0.06675513590186366
S08753,L0225,E001,0.18001574014962124
S08759,L0216,E001,0.12963141489200325
S08765,L0201,E001,0.3762906342941596
S08766,L0201,E001,0.4128635162984908
S08767,L0206,E001,0.09526973363355665
S08778,L0212,E001,0.22163153960848328
S08778,L0221,E001,0.19883571628720376
S08779,L0212,E001,0.3143338783039559
S08779,L0221,E001,0.3603906180429887
S08780,L0206,E001,0.47440336181771714
S08780,L0212,E001,0.5514000967141038
S08781,L0201,E001,0.3234326696773613
S08782,L0243,E001,0.4280785408252795
S08785,L0224,E001,0.3180862721156495
S08790,L0240,E001,0.3549680667184306
S08791,L0200,E001,0.2702493241629488
S08791,L0240,E001,0.44125269554492685
S08793,L0217,E001,0.2810104033718772
S08794,L0216,E001,0.3614139163800596
S08798,L0229,E001,0.20657585970628312
S08800,L0243,E001,0.1415966648019525
S08809,L0224,E001,0.31739466445212233
S08816,L0215,E001,0.41899862468630483
S08817,L0243,E001,0.2578523664784164
S08818,L0227,E001,0.4009956681297507
S08820,L0212,E001,0.30343617664581696
S08820,L0221,E001,0.4017888093894661
S08836,L0242,E001,0.2816568479081402
S08837,L0243,E001,0.47305070861055526
S08843,L0215,E001,0.19125165001849065
S08844,L0219,E001,0.3188734942137141
S08844,L0225,E001,0.3502966997622222
S08853,L0219,E001,0.5075389713296932
S08862,L0217,E001,0.21605600060627306
S08869,L0206,E001,0.3494110941306631
S08875,L0239,E001,0.14721945795199579
S08887,L0218,E001,0.06886799571020547
S08887,L0221,E001,0.13299903328842766
S08889,L0200,E001,0.5006629226551146
S08889,L0240,E001,0.45108629143075774
S08890,L0216,E001,0.31770014394765395
S08895,L0236,E001,0.06434944448689914
S08901,L0224,E001,0.3145025236099597
S08903,L0222,E001,0.14330486191469302
S08905,L0225,E001,0.28039243518481455
S08905,L0231,E001,0.31819085370801903
S08911,L0243,E001,0.21709124015168885
S08916,L0236,E001,0.3158833371384421
S08922,L0236,E001,0.26310526304984755
S08923,L0236,E001,0.3322377201087036
S08929,L0243,E001,0.10979994680893777
S08931,L0217,E001,0.480766817059619
S08935,L0216,E001,0.0888336065618236
S08939,L0222,E001,0.20225340999273517
S08943,L0201,E001,0.27502878095088057
S08949,L0231,E001,0.3523477983404463
S08950,L0231,E001,0.32755942496899554
S08952,L0215,E001,0.19573811125274615
S08956,L0242,E001,0.24360853261995324
S08959,L0218,E001,0.18312121942703788
S08959,L0221,E001,0.25216577308630833
S08961,L0209,E001,0.2644227571808484
S08965,L0219,E001,0.023782290885515207
S08965,L0225,E001,0.05434309725854212
S08973,L0201,E001,0.3304883035508189
S08976,L0206,E001,0.24425006956121964
S08977,L0243,E001,0.2745897416998772
S08979,L0206,E001,0.30426595956355335
S08979,L0212,E001,0.36320814860130357
S08980,L0242,E001,0.30523386734881874
S08983,L0227,E001,0.2755527728885865
S08987,L0206,E001,0.2614112442084171
S08993,L0200,E001,0.2873869991720747
S08993,L0240,E001,0.2563832720361117
S08998,L0224,E001,0.3227914526152886
S09011,L0209,E001,0.4812408663020428
S09018,L0215,E001,0.4060606392713225
S09029,L0209,E001,0.18776088297215807
S09030,L0243,E001,0.16359820943322395
S09034,L0216,E001,0.463869139622489
S09040,L0231,E001,0.1346507256178693
S09047,L0224,E001,0.1958439436375591
S09049,L0222,E001,0.3026198219838594
S09061,L0243,E001,0.49480695630395266
S09065,L0222,E001,0.27001320916838756
S09067,L0201,E001,0.34655209310094887
S09069,L0217,E001,0.441741168786412
S09071,L0215,E001,0.4057674994331648
S09073,L0200,E001,0.4391896297264644
S09073,L0240,E001,0.3820814008513229
S09080,L0216,E001,0.5246090153821427
S09086,L0222,E001,0.1728951010625278
S09088,L0206,E001,0.07153438789557129
S09088,L0212,E001,0.14521257583082517
S09092,L0200,E001,0.2283610922607783
S09092,L0240,E001,0.23521358724474603
S09094,L0239,E001,0.320169389366069
S09101,L0217,E001,0.5216849156659934
S09107,L0239,E001,0.26369735578057574
S09111,L0227,E001,0.2620139778079661
S09128,L0240,E001,0.3614023492010666
S09136,L0224,E001,0.19258787626966273
S09140,L0206,E001,0.14734695751369103
S09140,L0212,E001,0.15330240715159119
S09142,L0243,E001,0.13359438596973858
S09144,L0224,E001,0.25066607816827247
S09154,L0224,E001,0.18698975618696273
S09155,L0206,E001,0.1991622059816125
S09156,L0236,E001,0.47363047436180145
S09158,L0218,E001,0.2747588688523166
S09161,L0216,E001,0.26191475714905543
S09164,L0239,E001,0.13322502888706314
S09175,L0200,E001,0.2974351262119109
S09175,L0240,E001,0.3819581777359129
S09181,L0219,E001,0.2400877734159703
S09181,L0225,E001,0.3122711346834196
S09188,L0215,E001,0.3409245480043398
S09193,L0216,E001,0.26187211420884204
